향수_이름,향수_notes,향수_설명
돌체앤가바나뷰티 라이트블루,"Sicilian Lemon, Apple, Cedar, Bellflower, Bamboo, Jasmine, White Rose, Cedar, Musk, Amber","정통적인 여름 향수 강자. 물먹은 듯 촉촉한 느낌이 들어오고, 꿉꿉한 향을 날려버릴 수 있을 것 같은 향이에요! 처음에는 톡 쏘는 시트러스 향이 나고, 뒤로 갈수록 시원한 레몬에이드 같은 바닷바람의 느낌이 유지되기 때문에 크게 호불호가 갈리지 않을 것 같고, 파릇파릇하고 맑은 여름 향수입니다. 누구나 접근할 수 있는 쉬운 향입니다."
베로니크 가바이 베르 데지르,"Mint, Green Leaves, Water Notes, Woody Notes, Absinthe",민트 향이 자연스럽고 부드러운 느낌입니다. 안개 같은 민트가 세련되게 퍼지는 향이랄까요? 시원하고 케케묵은 때를 다 쓸어내 줄 것 같은 깨끗함이 있어요. 호불호가 갈릴 것 같은 어려운 포인트는 많이 제거해서 부드럽게 만든 향인 것 같아요.
힐리 셀 마린,"Lemon, Bergamot, Green Notes, Sea water, Salt, Seagrass, Moss, Cedar, Musk, Leather","아주 시원하고 개운한 바다의 느낌. 찹 조름 소금기와 해조류의 냄새가 나고, 내 앞에 바다가 펼쳐지는 듯한 느낌이 드네요. 물 냄새가 확 나고, 대놓고 물 냄새가 나는 향입니다. 스타일이 많이 갈릴 것 같고, 우디 머스크한 느낌이 느껴질 수 있습니다."
줄리엣 헤즈어건 모스코 뮬,"Bergamot, Lime, Lemon, Ginger, Hedione, Apple, White Musk, Woody Notes, Ambrette (Musk Mallow), Amberwood","처음에는 톡 쏘는 시트러스 향이 나고, 뒤로 갈수록 시원하고 맑은 느낌의 향입니다. 잔향으로는 약간 원더랑 비슷한 산란체 같은 게 남는데.. 전체적으로 한국인들이 좋아할 스타일이면서 한 여름에 뿌려도 좋은 프레시함과 시원함이 있습니다."
바이레도 슈퍼시더,"Rose, Virginian Cedar, Haitian Vetiver, Musk",향은 꽤나 심플합니다. 연필심의 향에다가 약간의 장미향이 섞인 향이라고 할 수 있어요. 우리가 연필을 직접 깎고 있을 때 풍겨오는 그 연필심의 가루 향이 살짝 파우더리하게 풍겨오고 거기에 서늘한 장미향도 은근하게 섞였습니다. 근데 이 장미향이 막 대놓고 로즈향 꽃향기 이런 건 전혀 아니에요. 그냥 약간의 꽃향기가 터치된 수준이라서 장미라고 말 안 하면 장미향을 못 느낄 수도 있을 정도입니다. 그리고 잔향에서는 머스크향이 포근하게 남아서 전체적으로 좀 보송한 느낌이에요. 이 향을 사람으로 비유를 해보자면 부드러운 성향인데 외적으로도 좀 자기를 꾸밀 줄 아는 그런 스타일의 사랑이 떠올라요.
바이레도 모하비 고스트,"Sapodilla, Ambrette (Musk Mallow), Magnolia, Violet, Sandalwood, Ambergris, Cedar, Musk","꽃과 과일들이 들어있는 우유 푸딩을 나무 스푼으로 넘어갈 때 향이 나고, 촉촉하고 뽀얀 향이 고스란히 느껴지고요. 왠지 보랏빛일 것 같은 신비로운 이국적인 꽃향기도 나면서 과일향도 은근하게 납니다. 게다가 전체적으로 은은한 우디안까지 섞여 있어요. 뭔가 섬유유연제향 같기도 하고 비누향 같기도 한데, 일상적이고 평범하기만 한 향은 아닌 분명히 개성이 섞여 있는 향이라서 사람들이 선호할 스타일이라고 생각을 했습니다. 그런데 이 향수에서 느껴지는 촉촉함이 오이 냄새라던가 물 향으로 느껴져서 내 스타일은 아니다라는 분들도 계시긴 하거든요."
바이레도 블랙 샤프란,"Saffron, Juniper Berries, Chinese Grapefruit, Leather, Black Violet, Raspberry, Cashmeran, Vetiver",첫 향은 좀 달콤한 베리 향이 나거든요. 라즈베리 같기도 하고 블랙베리 같기도 한 그런 베리 향이 들큰하게 나는데 전혀 밝은 느낌은 아닙니다. 농도 짙은 과일향인데 어딘가 씁쓸해요. 그리고 시간이 조금 지나면은 가죽향이 확납니다. 그런데 그 가죽 향이 흙 묻은 스웨이드 향이랄까요. 그만큼 earthy하고 우디한 향이 많이 섞인 향수입니다. 게다가 전체적으로 매케한 시간도 많이 나요. 뿌연 연기가 떠오르는 스모키한 향도 전체적으로 깔려 있다고 보시면 됩니다. 그래서 뭔가 힙한 부연 색 도시를 살아가는 시크인이 떠오르는 향이랄까요.
메종 프란시스 커정 724,"Aldehydes, Calabrian bergamot, Egyptian Jasmine, Mock Orange, Sweet Pea, White Musk, Sandalwood",724는 굉장히 대중적인 세탁 향으로 출시가 돼서요. 매니아들 사이에서는 아 이거 너무 무난해서 아쉽다 이런 반응이 있긴 하거든요. 저는 개인적으로 막 세탁 향 빨래 향 요런 향수를 찾아다니면서 향 덕질을 시작한 케이스라서 그런지 저는 좋더라고요. 잠들지 않는 도시 뉴욕의 이른 아침 세탁소에서 영감을 받아서 탄생했습니다. 저한테는 이게 세탁소 향이라기보다는 완전 세탁 세제 향이었어요. 쿨하고 선명합니다. 촉촉한 증기 새콤하고 크리스피한 향입니다. 하얀 색깔 가루 세제에서 나는 상쾌한 향을 예상하시면 되고요. 아주 새콤한 레몬 냄새도 꽤 많이나요. 그리고 커정향수 특유의 그 쇠냄새도 존재감이 큽니다. 저는 이 세 냄새가 마치 굉장히 각지고 커다랗고 메탈릭한 세탁기를 떠올리게 하더라고요. 뭔가 쇠를 딱 씹었을 때 그 찌르라는 느낌이 있잖아요. 이 향수의 컨셉인 바쁜 유혹을 살아가는 뉴욕커 직장인 뭐 이런 이미지예요. 그리고 그 이미지는 이 향수의 메탈릭한 느낌에서 나오는 것 같습니다. 도시를 빠르게 가로질러 가는 지하철이라던가 통유리창 고층 빌딩 이런 분위기를 자아내는 도시의 향기라고 할 수 있죠. 아쿠아 유니버셜보다 훨씬 치리사가 잔향이 포근하더라고요. 그 베이스 노트에 머스크랑 샌더로드의 부드러움이 확실히 느껴지더라고요. 아쿠아 유니버셜보다는 좀 포근하고 발에도 불랑시보다는 더 새콤하고 샤프한 향이다라고 느껴졌습니다.
지미추 아이 원 추,"Peach, Mandarin Orange, Jasmine, Red Lily, Vanilla","뿌리자마자 상콤달콤한 시트러스 향과 복숭아향이 확나요 잘 익은 오렌지로 만든 주스 그리고 복숭아 마멀레이드 연상되는 오프닝입니다. 자스민과 레드 스파이더 릴리의 화이트 플라우 향이 이어지는데요, 이 꽃향기가 뭔가 반짝반짝 빛나는 것처럼 스파클링한 느낌이 있어요. 프루티한 과실향과 우아한 꽃향기가 어우러진 샴페인을 마실 때 향처럼 느껴지기도 하더라고요. 잔향에서 부드러운 바닐라 향이 천천히 녹아 됩니다. 딱이 향수의 바틀리나 패키지의 이미지와 닮아 있어요. 다크한 과일 주스나 향 뜻한 샴페 연상케 하고, 반짝이는 글리터들이 되게 화려하자아요. 그런 것처럼 이 향수를 뿌리면 마치 내 주변에 미러보이 탁 켜진 것처럼 기분이 들뜨게 됩니다. 이 향수를 뿌리는 사람은 왠지 같이 있으면은 항상 즐거운 사람일 것 같아요."
센틀리에 오렌지 블라썸 토스카나,"Toscana Orange, Clementine, Orange Flower, Neroli, Lily-of-the-Valley, Nutmeg, Clove, Cedarwood",아주 상큼하고 톤이 높은 향수예요. 깨끗한 오렌지 블라썸 향이 섞여 있는 향수라서 어둡고 우울한 바이브 1도 없는 상쾌한 시트러스 향입니다. 룰루레몬 매장 향기가 나는 딱 그 향수예요.
나르시소 로드리게즈 퓨어 마스크 포 허 오드 퍼퓸,"Musk, Flowers, Cashmeran",이 향은 정말 순수한 향인데요 대부분의 한국인들이 좋아할 만한 아주 깨끗하면서 풍부한 깊이감이 있는 머스크향입니다. 처음 뿌리자마자 청량한 비누향이 퍼지는데 아주 순하고 절제된 파우더를 향입니다. 밀키한 하얀 비누로 씻고 난 뒤에 내 피부에 남을 살 냄새 같은 향기가 너무 좋아요. 그리고 특히 제가 더 좋았던 건 이 순수한 비누향이 귀엽거나 공주풍의 이미지가 아니라 아주 중성적이고 약간의 관능미까지 있는 이미지라는 점이었어요.
나르시소 로드리게즈 포 허 오 드 퍼퓸,"Rose, Peach, Musk, Amber, Patchouli, Sandalwood",나르시솔 로드리게즈의 시그니처 노트의 머스크향에다가 장미와 패출리 향이 어우러졌는데요 약간 도발적이고 성숙한 느낌입니다. 복숭아의 과즙향도 약간 곁들여졌어요 하지만 그 과즙향이 도드라지진 않고요 이 향수에 과하지 않을 달콤함을 살짝 얹어주는 정도입니다.
나르시소 로드리게즈 포 허 오 드 뚜왈렛,"Osmanthus, Bergamot, Orange Blossom, Musk, Amber, Patchouli, Vetiver, Vanilla",아주 섬세한 몸짓으로 자신을 표현하고 있는 우아 무용수가 떠오르는 향이라고 생각을 했어요. 오렌지 블라썸이랑 오스만투스 같은 꽃향기로 시작을 했다가 부드러운 머스크와 엠버노트로 이어지고 베티버와 파출리향으로 마무리되는 향기입니다. 너무 화려하지도 너무 단순하지도 않은 향이라서 적당히 차려입은 날 뿌리고 싶어요.
나르시소 로드리게즈 플레르 마스크 포 허 오 드 퍼퓸,"Pink Pepper, Rose, Musk, Peony, Patchouli, Violet, Amber",화사한 꽃향기와 잔향에서의 포근한 앰버 머스크향이 공존하고 있기 때문에 지금부터 다가오는 봄까지 쭉 잘 사용하실 수 있을 만한 향기입니다.
나르시소 로드리게즈 머스크 느와르 로제 포 허 오 드 퍼퓸,"Plum, Pink Pepper, Bergamot, Musk, Rose, Tuberose, Vanilla",뿌리자마자 새콤한 베르가못과 달달한 자두 향 그리고 살짝 다크한 스웨이드 레더향이 어우러집니다. 그리고 전체적으로 바닐라 향이 깔려 있는 느낌이에요. 그래서 되게 시크한 검정색 레더 자켓을 입고 바닐라 시럽에 절여진 자두와 부드러운 투베로즈 꽃이 만지고 있는 사람이 떠오르는 향이었습니다.
나르시소 로드리게즈 머스크 느와르 포 허 오 드 퍼퓸,"Plum, Musk, Heliotrope, Suede",여기서도 자두랑 스웨이드 향수입니다. 피부에 은은하게 스며드는 느낌이에요. 그리고 헬리오트로프라는 소프트한 파우더리 향해 꽃이 부담스럽지 않게 사용됐기 때문에 묘한 여운이 오래 남는 향수입니다.
나르시스 로드리게즈 오 드 퍼퓸 크리스탈,"Freesia, Orange Blossom, Bergamot, Musk, Rose, White Flowers, Jasmine, Cashmeran, Cedar, Amber, Benzoin",이 향수는 베르가모 프리지아를 비롯한 프레시한 탑노트로 싱그럽게 포분해합니다. 이어서 자스민과 장미까지 더해져서 플로럴함을 한층 더 가미해주고요 잔향을 시더우드가 섞인 화이트 머스크향으로 남습니다. 이 향수를 맡았을 때 떠오르는 이미지는 햇살의 반짝이는 건강한 피부랑 막 내추럴한 미소가 돋보이는 그런 사람의 이미지였어요.
나르시스 로드리게즈 오 드 퍼퓸 푸드레,"Jasmine, Bulgarian Rose, Orange Blossom, Musk, Coumarin, Cedar, Vetiver, Patchouli",포근하고 부드럽고 따뜻하고 달콤하죠 성숙한 분네를 좋아하시는 분들이라면 마음에 들어 하실 만한 묵직한 파우더 향입니다. 장미와 재스민 머스크 베티버 섀도우드가 만나서 도시에 커리어우먼 같은 이미지를 연출해 준답니다.
나르시스 로드리게즈 오 드 퍼퓸 엉브레,"Frangipani, Ylang-Ylang, White Flowers, Musk, Amber, Cashmeran, Vanilla, Cedar",휴양지에서 쉽게 볼 수 있는 꽃인 일랑일랑 앰버 머스크 향으로 시작해서 바닐라 등의 달콤하고 따뜻한 향으로 이어지는 향수인데요 특히 매끈한 앰버 향이 돋보입니다. 마치 드넓은 사막에서 황금빛 태양빛을 마주하고 있는 것처럼 이국적인 온기가 느껴져요.
샤보 레 에 쇼콜라,"Dark Chocolate, Jasmine, Teak Wood, Cedar, Chocolate, Milk, Vanilla, Musk",초콜릿 향이 나는 향수입니다. 초콜릿 향이 나요 처음에는 초콜렛을 잘게 조각 조각을 내고 있는 듯한 모습이 그려지는 향이 나요. 잠시 후에 그 조각 내 초콜렛을 따끈한 블루 녹인 다음에 거기 우유를 부어서 하 초코를 만들었을 때 날 법한 향이 납니다. 개인적으로 헤이즐넛 커피를 살짝 섞은 듯한 뉘앙스도 느껴졌어요. 카페에서 폭탄 카페모카에 헤이즐넛 시럽 살짝 누른 듯한 음료가 떠오르게 됩니다. 초콜릿의 깊은 달콤함뿐만 아니라 견과류가 떠오르는 고소한 느낌도 있는 향이에요. 전반적으로 따스한 느낌도 있어서 요즘처럼 참 말한 볼 때 꾸리며는 너무너무 자율 이향이고요.
샤보 레 드 바닐,"Vanilla, Caramel, Benzoin","단일 나가 메인이 되는 향수에요. 포프 스크 톡 치는 듯한 달달한 향이 풍문에 엽니다. 톡쏘는 스파이 시험이 있다고 느껴져서 귀여운 느낌뿐만 아니라 약간 관능적인 이미지도 있는 바닐라 향이라고 여겨졌어요. 약간 바닐라 캐러멜 요런게 떠오르게 됐고, 달콤한 시간을 보내고 있는 펀 콜론 이미지가 연상이 되는 향이라고 느껴지기도 했습니다."
샤보 레 드 비스킷,"Biscuit, Vanilla, Caramel",고소하고 달달한 연휴에 향이 그대로 느껴지는 향수에요. 부드럽기도 하고 경쾌하게 도한 밀크 캬라멜 향이 나서 굉장히 마니아층이 많은 우유 향수라고 표현하고 싶어요. 아늑한 베이커리에서 아몬드와 함께 정성스럽게 군 비스킷에 서 날 것 같은 향입니다. 정말 포슬포슬한 핸드메이드 쿠키가 떠오르는 행복한 향이에요.
템버린즈 홀리 메탈,"Chypre, Sage, Incense, Metalic, White Musk, Sandalwood, Cedarwood, Amber","이 향은 신성한 유적지의 성전에서 느껴지는 깨끗하고 차분한 공기를 떠올리게 하는 향이라는 컨셉을 가지고 있는데, 청정한 지역에 위치한 유적지에서 상쾌한 공기를 이렇게 들이마시고, 어디선가 희미하게 날아오는 신성한 인센스 향도 느끼고 있는듯한 기분이 들게 하는 향이에요. 아로마틱한 허브향이 편안하게 퍼지고, 산속에 있는 유적지나 절에 간듯한 우디 향이랑 인센스 향 그리고 정말 클린한 메탈릭한 향이 납니다. 그 메탈릭함이 청동으로 된 오리엔탈한 인센스 홀더의 향을 피우고 있는듯한 모습을 연상케 하는 신비로운 바이브가 있어요. 전반적으로 향이 정말 청정하고 쾌적한 분위기를 연출해 주는 서늘함이 깔려 있어서 참 매력적이더라고요."
장 폴 고티에 르 말,"Lavender, Mint, Cardamom, Bergamot, Artemisia, Cinnamon, Orange Blossom, Caraway, Vanilla, Tonka Bean, Amber, Sandalwood, Cedar","르 말을 처음에 딱 뿌리면 민트 향이 나는데 우리가 일상에서 만나는 면초나 민채와 같은 민트 향은 아니고, 평소스러운 민트 향이 나요. 남성용 스킨케어 제품이나 쉐이빙폼에서 많이 맡아본 듯한 민트 향이 되게 상쾌하게 납니다. 시간이 지날수록 따스하고 약간 묻히고 판 달달함으로 마무리가 됩니다. 마치 민트나 목 라벤더 향수를 꿀이 남자가 맨손으로 바닐라 크림 위에 실험하는 듯한 모습이 연상되는 향이에요. 바닐라 나 통 카빈 노론 향이 좀 지배적인 향수입니다."
