영상제목,URL,향수_이름,향수_name,향수_notes,향수_설명
"향수부터 디퓨저, 캔들, 바디제품까지💖향덕의 향기템 소개",https://www.youtube.com/watch?v=vUQR_n4BXcI,밀러 할리스 미니카 매슈,,,막 생딸기를 넣은 스파클링한 칵테일에서 날 법한 향기입니다. 딸기라는 밝고 귀여운 과일이랑 럼이라는 성숙한 요소 그리고 패출리의 우아함까지 어우러진 딱 제가 좋아하는 스타일이죠.
"향수부터 디퓨저, 캔들, 바디제품까지💖향덕의 향기템 소개",https://www.youtube.com/watch?v=vUQR_n4BXcI,케이트 스페이드 스파클,,,도시적인 칵테일 향이랑 화사한 작약꽃향기 그리고 크림브릴레 조합이 매력적인 향이죠. 육감적인 달콤함을 내뿜고 싶을 때 귀여운데 섹시한 큐트 섹시 이미지를 연출하기 좋은 향.
"향수부터 디퓨저, 캔들, 바디제품까지💖향덕의 향기템 소개",https://www.youtube.com/watch?v=vUQR_n4BXcI,SM 바디웍스의 솔트워터 빌즈,,,수영장이 있는 에어비앤비에서 빨래를 한 다음에 수영장 옆에서 빨래를 말리는듯한 기분의 향입니다. 수영장에 떠오르는 물 냄새랑 세제 냄새가 섞여 같이 나거든요.
"향수부터 디퓨저, 캔들, 바디제품까지💖향덕의 향기템 소개",https://www.youtube.com/watch?v=vUQR_n4BXcI,메종플랑세스 과정 724,,,미국 세탁소 향기에요. 진짜 오염된 거 1도 없이 클린하게 세탁된 티셔츠를 입을 때 날 법한 향기입니다.
"향수부터 디퓨저, 캔들, 바디제품까지💖향덕의 향기템 소개",https://www.youtube.com/watch?v=vUQR_n4BXcI,크리드의 플러리 시모,,,참하고 얌전한 느낌의 향이에요. 파우더리한 꽃향기라 여름에 뿌리기에는 약간 더울 수도 있을 것 같기는 한데.
"향수부터 디퓨저, 캔들, 바디제품까지💖향덕의 향기템 소개",https://www.youtube.com/watch?v=vUQR_n4BXcI,크리드의 윈드플라워스,,,자스민 꽃이랑 슈베로즈 그리고 누가 캔디의 향이 어우러져 생깁니다. 되게 기품있는 꽃향기에요.
"향수부터 디퓨저, 캔들, 바디제품까지💖향덕의 향기템 소개",https://www.youtube.com/watch?v=vUQR_n4BXcI,산타마리아 노벨라의 아이리스 오토퍼퓸,,,약간 묻은 꽃을 뿌리째 뽑아서 파우더리한 비누로 만들면 날 법한 향기입니다.
"향수부터 디퓨저, 캔들, 바디제품까지💖향덕의 향기템 소개",https://www.youtube.com/watch?v=vUQR_n4BXcI,플라워 바이 겐조,,,달콤한 리치 향이랑 레몬향이 섞인 장미향기랑 시원한 캐모마일 티 요런 향기가 섞였어요.
"향수부터 디퓨저, 캔들, 바디제품까지💖향덕의 향기템 소개",https://www.youtube.com/watch?v=vUQR_n4BXcI,아르마니 마이웨이 플로럴 워드,,,와우 풍선껌 향기가 납니다. 되게 새콤달콤한 과일이랑 체리들로 만든 샤베트 같은 향기입니다.
"향수부터 디퓨저, 캔들, 바디제품까지💖향덕의 향기템 소개",https://www.youtube.com/watch?v=vUQR_n4BXcI,롤리타 렘피카 바디로션,,,이거 사용하면 2010년대의 기억을 다시 되살려줘요.
"향수부터 디퓨저, 캔들, 바디제품까지💖향덕의 향기템 소개",https://www.youtube.com/watch?v=vUQR_n4BXcI,더마비의 말차 바닐릭,,,비슷한 그린티 라떼 냄새입니다.
"향수부터 디퓨저, 캔들, 바디제품까지💖향덕의 향기템 소개",https://www.youtube.com/watch?v=vUQR_n4BXcI,슬로우 허밍의 카빈씨더,,,진짜 완전 시골 숲속 냄새 인공적인 느낌 하나도 없는 자연 그 자체의 느낌입니다.
"향수부터 디퓨저, 캔들, 바디제품까지💖향덕의 향기템 소개",https://www.youtube.com/watch?v=vUQR_n4BXcI,ncp의 애플엔 드리프트 워드,,,상큼한 청사과에다가 물 맺힌 화이트 플라워 향이 어우러진 향수입니다.
"향수부터 디퓨저, 캔들, 바디제품까지💖향덕의 향기템 소개",https://www.youtube.com/watch?v=vUQR_n4BXcI,예쎄의 미드나잇 쇼크,,,아주 짜릿할만큼 시원한 시트러스 향에다가 약간 르라보 어나더스러운 살냄새가 섞인 향입니다.
"향수부터 디퓨저, 캔들, 바디제품까지💖향덕의 향기템 소개",https://www.youtube.com/watch?v=vUQR_n4BXcI,에르메스 h24,,,중성적인 비누향이 너무 좋죠.
"향수에 관한 여러 궁금증들, 오디딸리&알타이아 창립자에게 물어봤어요",https://www.youtube.com/watch?v=mkVYzkAPEp0,알타이아,,,"대체로 되게 로맨틱하고 긍정적인 바이브가 있는 향들을 가지고 있는 거 같더라고요. 어둡거나 태양적이지 않은 향들을 가지고 있는 거 같더라고요. 이탈리아 지중의 특유의 밝고 화창한 분위기, 휴가 온 듯한 기분 좋은 느낌 이런 걸 대체로 느낄 수 있는 브랜드라고 느꼈어요."
"향수에 관한 여러 궁금증들, 오디딸리&알타이아 창립자에게 물어봤어요",https://www.youtube.com/watch?v=mkVYzkAPEp0,알타이아 에니데이 나오,,,"우드라는 묵직한 우디 향이랑 톤다운된 장미향이 어우러진 향인데, 그 향수도 되게 훌륭한 향이다. 웨어러블하고 프레쉬하다는 없겠지만 되게 좋은 향이고 맡아 보기 추천한다."
"향수에 관한 여러 궁금증들, 오디딸리&알타이아 창립자에게 물어봤어요",https://www.youtube.com/watch?v=mkVYzkAPEp0,몬투 더스크,,,"바닐라 향인데 너무 끈적하지 않고 부담 없이 쓸 수 있는 구어망드 향으로 완성된 거군요. 그런 바닐라 향을 의도하고 만들었고, 바닐라 향을 만들 때는 구어망드 향을 정말 잘 다루는 조향사가 필요하겠구나라는 생각을 했대요."
"향수에 관한 여러 궁금증들, 오디딸리&알타이아 창립자에게 물어봤어요",https://www.youtube.com/watch?v=mkVYzkAPEp0,알타이아 돈크라이 포미,,,"정말 맑고 투명한 자스민 티에 프리지아, 자스민, 체리블라섬 이런 꽃들이 담겨져 있는듯한 프레쉬한 플로럴 향이고 헬리오트로프의 달콤함도 기분 좋게 다가옵니다. 그리고 잔향에서 엠버와 캐시미어 우드, 암브레트 같은 향조가 포근하게 남아요. 4계절 내내 사용할 만한 향기입니다. 아르헨티나의 탱고 음악 같은 향수다라고 하더라고요."
"향알못+패알못에게 향수,옷 추천 받아보기😝엘리자베스아덴 그린티/더블유드레스룸 코코코넛/니나리치 향수 등!",https://www.youtube.com/watch?v=7TeKc80MSuQ,엘리자베스 아덴 그린티,,,"이게 여기 요 냄새로 맡으면 뭔가 되게 그린티 향이 많이 낳은 울 것 같은 그런 느낌이 드는데, 막상 뿌리면 그렇게 막 그린티 냄새가 많이 나지 않아. 주는 그림판 내몬 반 수준의 정도로 많이 나는 것 같아요. 그림띠가 약간 정말 그 자연의 그림들이 냄새가 아니라 무슨 게임으로 옛 여자에요 원래 진짜 그림지는 또 구수한 맛이 있다면."
"향알못+패알못에게 향수,옷 추천 받아보기😝엘리자베스아덴 그린티/더블유드레스룸 코코코넛/니나리치 향수 등!",https://www.youtube.com/watch?v=7TeKc80MSuQ,니나리치 2레벨 드니 날,,,"딱 처음에 풀었을 때 상쾌하고 막 허용 밴 했는데, 이게 딱 나더라구요. 그리고 달콤한 향 했는데도 가치나 썼거든요. 그래서 다행이야. 아니라고 하면 좀 산뜻한 느낌이고 테러 매년 이라고 하면 조금 따뜻한 느낌이 까 무거운 느낌이 까."
"향알못+패알못에게 향수,옷 추천 받아보기😝엘리자베스아덴 그린티/더블유드레스룸 코코코넛/니나리치 향수 등!",https://www.youtube.com/watch?v=7TeKc80MSuQ,w 드레스룸에 코코 코너,,,이건 정말 달고 됐고 나 이건 쌀 이거를 뿐야 그지 새라는 쌀이 어떤 겁니다. 정말 달고 됐고 나 지금 향수 뿌려 쓰니까 뭐 맡아 강제 도 테 않은 그런 향 드리죠. 그건 아 제가 이걸 울었어요 사실 요 여기 올 타거든요 제가 좀 아 이제.
향알못도 홀린 향수?!😳 '여자들이 좋아하는 남자 향수'에 대한 이야기 | 미지의세계 MIJI,https://www.youtube.com/watch?v=zF6XpTfQzak,샤넬,,,그 향이 너무 매력적이고 약간 나를 홀리는 느낌이어서
향알못도 홀린 향수?!😳 '여자들이 좋아하는 남자 향수'에 대한 이야기 | 미지의세계 MIJI,https://www.youtube.com/watch?v=zF6XpTfQzak,아쿠아 안티카,,,시원하고 좀 관능적인 그 사람의 이미지를 잘 얘기해요
향알못도 홀린 향수?!😳 '여자들이 좋아하는 남자 향수'에 대한 이야기 | 미지의세계 MIJI,https://www.youtube.com/watch?v=zF6XpTfQzak,모과나무,,,강하게 짚고 여성과 반대되는 아
향알못도 홀린 향수?!😳 '여자들이 좋아하는 남자 향수'에 대한 이야기 | 미지의세계 MIJI,https://www.youtube.com/watch?v=zF6XpTfQzak,이세이미야케,,,진한 묵직한 우드 향
향알못도 홀린 향수?!😳 '여자들이 좋아하는 남자 향수'에 대한 이야기 | 미지의세계 MIJI,https://www.youtube.com/watch?v=zF6XpTfQzak,조르지오 아르마니 배 티벳,,,상쾌하고 남녀공용 향수
향알못도 홀린 향수?!😳 '여자들이 좋아하는 남자 향수'에 대한 이야기 | 미지의세계 MIJI,https://www.youtube.com/watch?v=zF6XpTfQzak,그냥 향수,,,무난한 향인데 편안하고 가벼운 느낌
향알못도 홀린 향수?!😳 '여자들이 좋아하는 남자 향수'에 대한 이야기 | 미지의세계 MIJI,https://www.youtube.com/watch?v=zF6XpTfQzak,비누향,,,호감을 주고 싶다면 비누향이 라든가 솜 위원 재학 요런것도
"향으로 잠시 멈춤, 티퍼런스 향기템 2종 추천💜",https://www.youtube.com/watch?v=iSpNTLKFUqc,퍼플 포레스트,,,숲속에서 블랙베리를 넣은 히비스커스 티를 마시는 기분을 느낄 수 있는 향이라고 할 수 있습니다. 바르자마자 달콤함에서 묵직한 블랙베리 향과 히비스커스 향이 나는데요. 이 달콤함이 전혀 인공적인 느낌이 아니라서 좋았어요. 진짜 블랙베리를 한입 딱 먹었을 때 느껴지는 정도의 달콤함이 히비스커스 티를 맑게 우려냈을 때의 절제된 새콤함도 섞였습니다. 잔향에서 유칼립투스와 시더우드 요런 얼씨하고 우디한 향이 남아서 마치 고요한 숲속을 혼자 산책하는듯한 기분이 들게 합니다. 그래서 이걸 발라주면은 그 정신없는 상황을 잠시 릴렉싱 시켜 주고 다시 힘을 낼 기운을 불어넣어 주는 향이라고 느꼈어요.
"향으로 잠시 멈춤, 티퍼런스 향기템 2종 추천💜",https://www.youtube.com/watch?v=iSpNTLKFUqc,퍼플 프레쉬 가든,,,이 퍼플 프레쉬 가드는 이름처럼 프레쉬한 시트러스 향을 느낄 수 있습니다. 상큼 쌉사름 베르가모 자몽 귤 블랙커런트 등의 과일이랑 개운한 그린티를 함께 즐기는 기분이 들어요. 잔향에는 건초와 타바코 향이 은은하게 나서요. 발랄하기만 한 시트러스가 아니라 분위기 있고 정적인 바이브입니다. 마치 건초가 깔려 있는 정원을 맨발로 걸으면서 상큼하면서도 깔끔한 그린티를 마시고 있는 기분이 들어요. 이 향이 딱 그렇게 온화하게 내 기분을 밝게 전환시켜 줄 향이라고 생각을 합니다.
"향튜버의 내돈내산 공병템/N병템들💛 캔들, 디퓨저, 향수 등",https://www.youtube.com/watch?v=2I4D3lN_LkA,분리의 목욕하는 여인,,,"정말 목욕하는 여인이라는 이름 그대로 이제 막 누군가가 목욕을 끝낸 욕실에서 날 법한 너무 기분 좋고 깨끗한 수증기를 닮은 비누향이죠. 의심의 여지없는 청순한 비누향이고 이런 스타일의 비누향은 전무후무한 오로지 분리에서만 볼 수 있는 개성이 있으면서도 초극 대중적인 향이라고 생각을 해요. 하나도 안 독한 비누향, 내가 써본 향수들 중에서 제일 순한 향수 1위. 독하지 않고 향기로울 것 같은 느낌, 그 정도로 너무 퓨어한 느낌의 비누향인데 거기에 과하지 않은 허브랑 나무향까지 살짝 터치가 됐고요."
"향튜버의 내돈내산 공병템/N병템들💛 캔들, 디퓨저, 향수 등",https://www.youtube.com/watch?v=2I4D3lN_LkA,프레데릭 말의 프렌치러버,,,"안젤리카랑 갈바노 향이 나는데, 거칠고 따가운 풀을 이렇게 쥐어뜯는듯한 느낌을 주는 씁쓸한 식물향이거든요. 첫 향부터 멋있다라는 생각을 하게 만드는 싱싱한 식물의 향이 확 느껴졌어요. 냉이 이렇게 씻을 때 냄새 같기도 하거든요. 시간이 조금 지나면 눅눅한 흙향이나요. 기분이 드는 아주 자연적인 향입니다. 서늘한 산에 흙향인데 거기에 약간의 인센스 약까지 섞여서 아로마틱하고 신비로워요."
"향튜버의 내돈내산 공병템/N병템들💛 캔들, 디퓨저, 향수 등",https://www.youtube.com/watch?v=2I4D3lN_LkA,메모에 일레,,,맑고 상큼한 복숭아 마테차 향입니다. 오스만투스라는 꽃향기가 메인인 향수인데 화사한 향수인데 복숭아 같은 과일향도 나거든요. 이 향수는 좀 과일 샴푸 냄새 같다라고 표현하시는 분들도 많으시죠. 향이 언제 어디서 누가 맡아도 기분 좋은 달콤 상콤함이 있기 때문이에요.
"향튜버의 내돈내산 공병템/N병템들💛 캔들, 디퓨저, 향수 등",https://www.youtube.com/watch?v=2I4D3lN_LkA,루체디 콜로니아,,,기생충에 나올 법한 대저택에서 쓸 거 같은 아주 비싼 비누가 떠오르는 깨끗한 베티버 향이랑 기품 있고 클래식한 우디향이 나면서도 햇살이 쏟아지는 이탈리아가 떠오르는 향이에요. 과하게 쉬거나 유치하지 않은 시트러스 허브향도 더해진 향입니다.
"향튜버의 내돈내산 공병템/N병템들💛 캔들, 디퓨저, 향수 등",https://www.youtube.com/watch?v=2I4D3lN_LkA,본조르노,,,"잘 익은 레몬이랑 레몬 이파리, 로즈마리 그리고 민트 이런 걸 아주 아로마틱하게 블렌딩한 향입니다. 프레시하고 에너제틱한 바이브라서 현관이라던가 주방 같은데 어울리고요."
향튜버의 향수장을 소개합니다,https://www.youtube.com/watch?v=ttTRz9xerCU,프레데릭 말의 엉빠 some,,,봄바람을 타고 어디선가 불러오는 라일락 향기에 촉촉한 플라이 섞인 향기고
향튜버의 향수장을 소개합니다,https://www.youtube.com/watch?v=ttTRz9xerCU,디올의 로즈 가부키,,,되게 맑고 부드러운 장미 향인데요 생 장미의 프레시함과 장미 비누의 깨끗함을 둘 다 적절하게 가지고 있는 향수입니다
향튜버의 향수장을 소개합니다,https://www.youtube.com/watch?v=ttTRz9xerCU,플로리스 런던의 부케들 라렌드,,,약간 물기어린 관 샴푸 향이에요
향튜버의 향수장을 소개합니다,https://www.youtube.com/watch?v=ttTRz9xerCU,로진느 로즈 그리,,,오트는 삼미와 당도가 아주 적절하게 섞인 생 체리로 만든 바디 워시가 있다면은 딱 요런 향이지 않을까 싶은 향수예요
향튜버의 향수장을 소개합니다,https://www.youtube.com/watch?v=ttTRz9xerCU,폐사의 하인드,,,마치 이 장미빛 비누 위에다가 복숭아 과즙과 라즈베리 향 샴푸를 짜 가지고 뿌린듯한 향이라고 느껴집니다
향튜버의 향수장을 소개합니다,https://www.youtube.com/watch?v=ttTRz9xerCU,크리드의 러브인 화이트,,,럭셔리한 화이트플라워 향이고 여기에는 라이스 향조가 포함이 됐는데 저는 개인적으로 요런 라이스 노트가 들어간 향수들이 좀 취향이 잘 맞더라고요
